PERMIS;ACV;SEX;STATUT;CSP;USAGE;AGECOND;K8000;RM;CAR;CLA;ALI;ENE;VIT;SEGM;GARAGE;CHARGE
555;5;F;A;55;2;69;N;50;BER;C;INJ;ES;150-160;A;3;0
85;10;F;C;50;2;37;N;85;BER;C;CAR;ES;140-150;B;2;0
282;10;F;C;50;2;42;N;60;BER;C;CAR;ES;140-150;B;3;0
308;10;F;C;50;3;53;N;68;BER;C;CAR;ES;140-150;B;3;0
294;9;F;C;50;3;45;N;76;BER;C;INJ;ES;150-160;B;3;776
86;5;F;C;55;1;27;O;76;BER;C;INJ;ES;150-160;B;2;0
89;4;F;C;55;1;35;N;95;BER;C;INJ;ES;160-170;B;1;0
168;10;F;A;50;2;55;N;50;BER;C;CAR;ES;140-150;B;3;0
209;10;F;A;50;2;38;N;60;BER;C;CAR;ES;150-160;B;3;0
421;10;F;A;50;2;57;N;95;BER;C;CAR;ES;150-160;B;3;0
289;7;F;A;50;2;43;N;66;BER;C;INJ;ES;140-150;B;3;0
389;10;F;A;50;2;58;N;121;BER;C;INJ;ES;140-150;B;3;0
166;10;F;A;55;2;31;N;63;BER;C;CAR;ES;140-150;B;3;0
302;10;F;A;55;2;47;N;50;BER;C;CAR;ES;150-160;B;3;0
638;10;F;A;60;1;72;N;112;BER;C;CAR;ES;130-140;A;3;0
80;10;F;C;26;2;24;N;72;BER;C;CAR;ES;130-140;A;3;0
107;10;F;C;50;2;27;N;95;BER;C;CAR;ES;130-140;A;3;0
74;10;F;C;50;2;25;N;90;BER;C;CAR;ES;140-150;B;3;0
164;10;F;C;50;2;33;N;64;BER;C;CAR;ES;140-150;B;3;0
167;10;F;C;50;1;33;N;95;BER;C;CAR;ES;150-160;B;2;0
22;5;F;C;50;2;21;N;125;BER;C;INJ;ES;150-160;A;3;0
131;9;F;C;50;2;29;N;90;BER;C;INJ;ES;150-160;B;1;0
208;7;F;C;50;3;35;N;50;BER;C;INJ;ES;160-170;B;3;0
437;10;F;C;55;2;55;N;50;BER;C;CAR;ES;130-140;B;1;0
57;9;F;C;55;1;26;N;95;BER;C;INJ;ES;140-150;A;3;0
409;9;F;A;37;1;54;N;50;BER;C;INJ;ES;150-160;B;3;0
430;10;F;A;50;2;55;N;50;BER;C;CAR;ES;140-150;B;3;0
186;10;F;A;50;2;35;N;50;BER;C;CAR;ES;150-160;B;2;0
69;7;F;A;50;2;28;N;80;BER;C;INJ;ES;140-150;B;3;0
330;7;F;A;50;1;46;N;50;BER;C;INJ;ES;150-160;B;3;0
470;10;F;A;50;2;59;N;85;BER;C;INJ;ES;150-160;A;3;0
47;7;F;C;26;2;24;N;90;BER;C;CAR;ES;160-170;B;3;0
127;10;F;C;50;2;29;N;60;BER;C;CAR;ES;140-150;B;3;0
238;9;F;C;50;2;39;O;50;BER;C;INJ;ES;140-150;B;2;0
273;10;F;C;55;2;44;N;64;BER;C;CAR;ES;001-130;0;3;0
581;2;F;C;60;1;66;O;50;BER;C;INJ;ES;140-150;A;3;0
179;10;F;A;50;2;32;N;76;BER;C;CAR;ES;140-150;B;3;0
264;10;F;C;50;2;43;N;68;BER;C;CAR;ES;140-150;B;3;0
338;10;F;A;50;1;49;N;50;BER;C;CAR;ES;140-150;B;3;0
120;5;F;A;50;2;48;N;57;BER;C;INJ;ES;140-150;B;3;0
488;9;F;A;50;2;60;N;95;BER;C;INJ;ES;140-150;A;3;0
129;3;F;A;50;1;33;N;57;BER;C;INJ;ES;150-160;A;3;0
485;10;F;A;60;1;58;N;50;BER;C;CAR;ES;140-150;B;3;0
32;10;F;C;50;1;26;N;90;BER;C;CAR;ES;140-150;B;3;0
239;10;F;C;50;2;41;N;90;BER;C;CAR;ES;140-150;B;3;0
166;10;F;C;50;2;51;N;76;BER;C;CAR;ES;140-150;B;3;0
125;10;F;C;50;2;29;N;90;BER;C;CAR;ES;150-160;B;3;0
165;10;F;C;50;2;37;N;95;BER;C;CAR;ES;150-160;M1;3;0
410;10;F;C;55;2;54;N;50;BER;C;CAR;ES;140-150;B;3;0
106;10;F;C;55;2;28;N;76;BER;C;INJ;GO;150-160;B;3;0
64;10;F;A;50;1;39;N;112;BER;C;CAR;ES;140-150;B;3;0
222;10;F;A;50;1;43;N;50;BER;C;CAR;ES;140-150;B;3;0
406;10;F;A;50;1;55;N;118;BER;C;CAR;ES;140-150;B;3;0
118;9;F;A;50;1;34;O;80;BER;C;INJ;ES;140-150;B;2;0
29;9;F;A;50;1;24;N;118;BER;C;INJ;ES;150-160;B;3;0
223;5;F;A;50;2;55;N;95;BER;C;INJ;ES;150-160;A;3;0
213;2;F;A;50;1;57;N;100;BER;C;INJ;ES;150-160;B;3;0
100;5;F;A;50;2;27;N;95;BER;C;INJ;ES;160-170;B;3;0
198;10;F;A;55;2;35;N;50;BER;C;CAR;ES;130-140;B;3;0
421;10;F;A;55;2;54;N;50;BER;C;CAR;ES;140-150;B;3;0
24;10;F;C;50;2;32;N;90;BER;C;CAR;ES;001-130;B;3;0
213;10;F;C;50;2;36;O;72;BER;C;CAR;ES;130-140;B;3;0
20;10;F;C;50;1;24;N;95;BER;C;CAR;ES;140-150;B;3;0
113;5;F;C;50;2;28;N;76;BER;C;INJ;ES;150-160;A;1;229
323;10;F;C;55;2;46;N;95;BER;C;CAR;ES;140-150;B;3;0
209;10;F;A;50;1;38;N;80;BER;C;CAR;ES;130-140;B;3;0
140;10;F;A;50;1;30;N;54;BER;C;CAR;ES;150-160;B;2;0
462;7;F;A;60;1;72;O;50;BER;C;CAR;ES;140-150;B;3;0
115;10;F;C;50;2;32;N;95;BER;C;CAR;ES;130-140;B;3;0
72;10;F;C;50;2;24;N;72;BER;C;CAR;ES;140-150;B;3;0
156;10;F;C;50;1;31;N;72;BER;C;CAR;ES;140-150;B;2;0
278;10;F;C;50;2;41;O;54;BER;C;INJ;ES;140-150;B;1;0
201;10;M;C;50;2;35;N;76;BER;C;CAR;ES;140-150;B;3;0
355;10;M;C;50;3;48;N;50;BER;C;CAR;ES;140-150;B;3;0
97;10;M;C;50;2;27;N;64;BER;C;INJ;ES;150-160;B;3;0
158;10;M;A;50;1;32;N;50;BER;C;CAR;ES;140-150;B;3;0
119;5;M;A;50;2;29;N;85;BER;C;INJ;ES;150-160;B;3;0
556;10;M;A;60;1;68;O;50;BER;C;CAR;ES;150-160;M1;3;0
61;10;M;C;50;1;27;N;95;BER;C;CAR;ES;140-150;B;3;0
169;9;M;C;50;1;37;N;68;BER;C;INJ;ES;140-150;A;3;0
308;9;M;A;50;1;43;N;95;BER;C;INJ;ES;130-140;B;3;0
134;9;M;A;50;1;33;N;95;BER;C;INJ;ES;150-160;B;1;0
124;10;M;A;55;2;36;N;57;BER;C;CAR;ES;140-150;B;3;0
324;10;M;A;60;1;72;N;50;BER;C;CAR;ES;140-150;B;2;0
647;10;M;A;60;1;72;N;50;BER;C;CAR;ES;140-150;B;3;0
122;10;M;C;1;2;28;N;68;BER;C;INJ;ES;140-150;B;2;0
265;10;M;A;60;1;87;N;50;BER;C;CAR;ES;130-140;B;3;0
533;10;M;A;60;1;68;N;50;BER;C;CAR;ES;140-150;B;3;0
70;4;M;C;26;2;24;N;90;BER;C;INJ;ES;140-150;B;3;0
113;10;M;C;50;1;30;N;95;BER;C;CAR;ES;140-150;B;2;0
258;10;M;C;50;1;39;O;90;BER;C;CAR;ES;140-150;B;3;0
197;10;M;A;50;2;34;N;50;BER;C;INJ;ES;140-150;B;3;0
439;10;M;A;60;1;77;N;50;BER;C;CAR;ES;001-130;A;3;4326
364;10;M;A;55;2;48;N;50;BER;C;CAR;ES;140-150;B;2;0
182;10;M;A;50;1;33;N;50;BER;C;CAR;ES;130-140;B;2;0
124;10;M;A;50;2;28;N;60;BER;C;CAR;ES;140-150;B;1;0
79;10;M;C;50;1;26;O;80;BER;C;CAR;ES;140-150;B;3;0
142;10;M;C;50;1;29;N;95;BER;C;CAR;ES;140-150;B;3;0
119;10;M;C;50;2;30;N;80;BER;C;CAR;ES;140-150;B;3;0
215;10;M;C;55;1;40;O;50;BER;C;CAR;ES;140-150;B;2;0
356;10;M;C;55;2;48;N;50;BER;C;CAR;ES;140-150;B;3;0
277;10;M;A;42;1;53;N;80;BER;C;CAR;ES;150-160;B;3;0
87;10;M;A;50;1;40;N;95;BER;C;CAR;ES;140-150;B;3;0
483;5;M;C;1;1;59;N;85;BER;C;INJ;ES;150-160;B;3;0
84;10;M;C;26;2;26;N;72;BER;C;CAR;ES;130-140;B;3;0
155;10;M;C;50;2;31;N;51;BER;C;CAR;ES;140-150;B;3;0
144;5;M;C;50;2;31;N;95;BER;C;INJ;ES;150-160;A;1;0
410;10;M;A;50;3;54;N;50;BER;C;CAR;ES;140-150;B;3;0
317;9;M;A;50;2;44;N;57;BER;C;INJ;ES;140-150;B;3;0
324;10;M;A;50;2;46;N;50;BER;C;INJ;ES;140-150;B;3;0
290;10;M;C;50;1;54;N;90;BER;C;CAR;ES;130-140;B;3;0
55;10;M;C;50;2;26;N;80;BER;C;INJ;ES;150-160;B;3;0
308;10;M;A;50;1;54;N;90;BER;C;CAR;ES;001-130;B;3;0
431;10;M;A;50;2;56;N;50;BER;C;INJ;ES;140-150;B;3;0
323;5;M;A;50;2;46;N;68;BER;C;INJ;ES;150-160;B;3;3
501;10;M;A;55;2;60;N;50;BER;C;CAR;ES;140-150;B;3;0
374;10;M;A;55;2;49;N;50;BER;C;CAR;ES;160-170;H;3;0
543;10;M;A;60;1;64;N;50;BER;C;CAR;ES;140-150;B;3;0
295;10;M;C;50;1;42;N;50;BER;C;CAR;ES;130-140;0;3;0
262;10;M;C;50;2;42;N;50;BER;C;CAR;ES;150-160;0;3;0
452;4;M;A;1;3;62;N;50;BER;C;INJ;ES;160-170;B;2;0
297;10;M;A;50;2;43;N;50;BER;C;CAR;ES;140-150;B;3;0
318;10;M;A;50;2;56;O;52;BER;C;CAR;ES;140-150;B;3;0
137;10;M;A;50;1;32;N;76;BER;C;CAR;ES;150-160;M1;2;0
359;10;M;A;50;2;48;N;50;BER;C;CAR;ES;150-160;B;3;0
85;7;M;A;50;1;28;N;90;BER;C;INJ;ES;140-150;B;3;0
403;4;M;A;50;2;52;N;80;BER;C;INJ;ES;150-160;A;3;0
114;10;M;A;50;2;29;N;85;BER;C;CAR;ES;130-140;0;3;0
203;10;M;A;50;1;35;N;95;BER;C;CAR;ES;140-150;B;3;0
248;10;M;A;50;1;46;N;76;BER;C;CAR;ES;140-150;B;3;0
400;10;M;A;50;2;52;N;80;BER;C;CAR;ES;140-150;B;3;0
403;10;M;A;50;2;54;O;50;BER;C;CAR;ES;140-150;B;3;0
188;4;M;A;50;3;35;N;68;BER;C;INJ;ES;150-160;B;3;0
616;10;M;A;55;1;81;N;50;BER;C;CAR;ES;140-150;B;3;0
421;10;M;A;60;1;69;N;50;BER;C;CAR;ES;150-160;B;2;0
119;10;M;C;26;2;29;N;95;BER;C;INJ;ES;140-150;B;3;0
118;10;M;C;50;2;27;N;90;BER;C;CAR;ES;130-140;B;3;0
159;10;M;C;50;2;33;O;90;BER;C;CAR;ES;130-140;B;3;0
275;10;M;C;50;2;41;N;50;BER;C;CAR;ES;130-140;B;3;0
156;10;M;C;50;2;32;N;68;BER;C;CAR;ES;140-150;B;2;0
478;10;M;A;1;1;57;N;50;BER;C;CAR;ES;001-130;A;3;0
361;9;M;A;42;2;48;N;90;BER;C;INJ;ES;140-150;A;3;0
255;10;M;A;50;2;39;N;50;BER;C;CAR;ES;140-150;B;3;0
136;10;M;A;50;2;45;N;100;BER;C;CAR;ES;140-150;B;3;0
214;4;M;A;50;1;35;N;54;BER;C;INJ;ES;150-160;A;3;0
379;10;M;A;55;2;51;N;50;BER;C;CAR;ES;140-150;B;3;0
20;10;M;C;50;1;38;N;95;BER;C;CAR;ES;140-150;B;3;0
225;5;M;C;50;2;39;N;64;BER;C;INJ;ES;150-160;A;3;4326
612;10;M;A;50;2;69;N;50;BER;C;CAR;ES;140-150;B;3;0
338;10;M;A;50;1;56;O;50;BER;C;CAR;ES;150-160;M2;1;0
498;10;M;A;50;1;59;O;50;BER;C;CAR;ES;150-160;M1;3;0
257;10;M;A;55;1;41;O;50;BER;C;CAR;ES;001-130;0;3;0
647;2;M;A;60;1;76;N;50;BER;C;INJ;ES;140-150;A;1;310
170;10;M;C;50;1;32;N;90;BER;C;CAR;ES;130-140;B;3;0
188;10;M;C;50;2;34;O;76;BER;C;CAR;ES;140-150;B;3;0
237;7;M;C;50;2;38;N;95;BER;C;INJ;ES;160-170;B;3;0
125;10;M;A;1;2;28;N;72;BER;C;INJ;ES;150-160;M1;1;0
168;10;M;A;46;3;32;N;97;BER;C;CAR;ES;150-160;0;3;0
262;10;M;A;50;2;42;N;50;BER;C;CAR;ES;001-130;0;3;0
18;10;M;C;26;2;24;N;95;BER;C;CAR;ES;140-150;B;3;0
157;10;M;C;26;2;31;O;72;BER;C;CAR;ES;140-150;B;3;0
54;10;M;C;26;2;23;N;80;BER;C;CAR;ES;150-160;B;3;0
171;10;M;C;50;1;33;N;90;BER;C;CAR;ES;130-140;B;3;0
375;10;M;C;50;2;50;N;68;BER;C;CAR;ES;150-160;B;3;0
130;7;M;C;50;2;29;N;60;BER;C;INJ;ES;140-150;A;3;0
248;10;M;C;50;1;42;N;95;BER;C;INJ;ES;140-150;B;3;0
28;10;M;C;55;2;24;N;95;BER;C;CAR;ES;130-140;B;3;0
124;10;M;A;26;2;28;N;57;BER;C;CAR;ES;140-150;B;3;0
270;7;M;A;37;1;58;N;95;BER;C;INJ;ES;140-150;A;3;0
436;10;M;A;42;2;55;N;50;BER;C;CAR;ES;150-160;B;3;0
456;10;M;A;50;1;57;N;80;BER;C;CAR;ES;130-140;B;3;0
211;10;M;A;50;2;36;N;50;BER;C;CAR;ES;140-150;B;3;0
257;10;M;A;50;1;39;N;60;BER;C;CAR;ES;140-150;B;3;0
122;10;M;A;50;2;32;N;95;BER;C;CAR;ES;160-170;H;3;0
121;4;M;A;50;2;28;N;118;BER;C;INJ;ES;140-150;A;2;0
161;5;M;A;50;1;31;O;64;BER;C;INJ;ES;140-150;B;3;0
44;3;M;A;50;2;26;N;85;BER;C;INJ;ES;160-170;B;3;3576
231;9;M;A;55;2;42;N;51;BER;C;INJ;ES;150-160;B;3;0
421;10;M;A;60;1;68;N;85;BER;C;CAR;ES;150-160;0;3;0
268;10;M;C;42;1;40;O;50;BER;C;CAR;ES;140-150;B;3;0
346;9;M;C;48;1;47;N;50;BER;C;INJ;ES;140-150;A;3;0
160;10;M;C;50;2;33;O;80;BER;C;CAR;ES;140-150;B;3;0
165;9;M;C;50;1;40;N;95;BER;C;INJ;ES;150-160;B;3;0
128;10;M;C;55;1;30;N;90;BER;C;CAR;ES;140-150;B;3;0
197;10;M;A;50;2;35;N;76;BER;C;CAR;ES;130-140;A;3;0
178;10;M;A;50;1;37;N;50;BER;C;CAR;ES;130-140;B;3;0
333;10;M;A;50;2;49;N;50;BER;C;CAR;ES;140-150;B;1;0
539;10;M;A;50;2;63;N;50;BER;C;INJ;ES;140-150;B;3;0
159;10;M;A;50;2;33;N;54;BER;C;INJ;ES;150-160;B;3;0
435;10;M;A;60;1;67;N;50;BER;C;CAR;ES;130-140;B;3;0
329;10;M;A;60;1;77;N;50;BER;C;INJ;GO;140-150;H;3;0
78;9;M;C;50;2;26;O;72;BER;C;CAR;ES;130-140;B;3;0
181;10;M;C;50;1;33;N;76;BER;C;CAR;ES;130-140;B;3;0
82;10;M;C;50;2;25;O;90;BER;C;CAR;ES;140-150;B;2;0
89;7;M;C;50;1;27;N;90;BER;C;INJ;ES;140-150;B;1;0
464;10;F;A;37;1;60;N;95;BER;C;CAR;ES;130-140;B;3;0
98;10;F;C;50;1;38;O;95;BER;C;CAR;ES;140-150;B;3;0
273;9;F;A;50;1;40;O;50;BER;C;INJ;ES;130-140;B;3;0
264;9;F;C;50;1;41;O;90;BER;C;INJ;ES;140-150;B;3;0
120;1;F;C;50;2;28;N;61;BER;C;INJ;ES;150-160;A;3;0
169;10;F;C;50;3;32;N;50;BER;C;CAR;ES;140-150;B;3;0
15;9;F;C;50;1;33;N;95;BER;C;INJ;ES;150-160;B;3;0
598;10;M;A;50;1;67;N;64;BER;C;CAR;ES;140-150;B;3;0
110;5;M;C;50;1;28;N;95;BER;C;INJ;ES;150-160;A;3;0
159;10;M;C;50;2;33;N;64;BER;C;CAR;ES;140-150;B;3;0
48;10;F;C;55;1;25;N;80;BER;C;INJ;ES;140-150;B;3;0
437;9;M;A;60;1;77;O;50;BER;C;CAR;ES;001-130;A;3;4326
128;10;M;A;50;2;35;N;95;BER;C;CAR;ES;140-150;B;3;0
197;7;F;C;50;2;34;N;50;BER;C;INJ;ES;150-160;B;3;0
1;10;F;C;50;2;31;N;100;BER;C;CAR;ES;140-150;B;3;0
18;10;F;C;50;1;28;N;125;BER;C;INJ;ES;140-150;B;3;0
201;10;M;A;50;2;34;N;72;BER;C;CAR;ES;140-150;B;3;0
101;10;M;C;50;1;30;N;80;BER;C;CAR;ES;150-160;0;3;0
492;9;M;C;60;1;59;O;50;BER;C;INJ;ES;150-160;A;3;0
257;10;F;A;50;1;40;N;80;BER;C;CAR;ES;140-150;B;3;0
2;10;F;A;50;3;24;N;100;BER;C;CAR;ES;140-150;B;3;0
122;10;F;A;40;2;28;N;57;BER;C;CAR;ES;150-160;B;3;0
204;7;M;A;50;2;37;N;95;BER;C;CAR;ES;130-140;0;3;0
92;10;F;A;50;1;28;N;85;BER;C;CAR;ES;140-150;B;3;0
193;5;M;A;50;2;36;N;100;BER;C;CAR;ES;130-140;0;3;0
59;7;F;A;55;2;33;N;100;BER;D;INJ;ES;140-150;A;3;0
337;4;F;A;1;3;46;N;50;BER;D;INJ;ES;150-160;A;3;2389
261;5;F;A;50;1;40;N;57;BER;D;INJ;ES;150-160;A;3;0
175;10;F;A;50;2;33;N;50;BER;D;INJ;GO;140-150;B;3;0
454;7;F;A;60;1;69;O;55;BER;D;INJ;ES;140-150;B;3;0
189;7;F;C;50;2;34;N;50;BER;D;INJ;ES;160-170;B;1;0
390;2;F;A;50;2;51;N;58;BER;D;INJ;ES;160-170;B;3;0
40;9;F;A;55;2;31;N;85;BER;D;CAR;ES;150-160;B;2;0
150;9;F;C;50;1;31;O;64;BER;D;INJ;ES;130-140;B;3;0
228;10;F;C;50;2;37;N;50;BER;D;INJ;ES;140-150;A;3;1717
252;7;F;C;55;2;39;N;85;BER;D;INJ;ES;140-150;A;3;0
664;3;F;A;60;1;75;O;60;BER;D;INJ;ES;150-160;A;1;0
84;9;F;C;50;2;26;O;85;BER;D;INJ;ES;150-160;B;1;0
173;3;F;C;50;2;32;N;64;BER;D;INJ;ES;150-160;A;3;0
356;5;F;A;37;1;56;N;50;BER;D;INJ;ES;150-160;A;3;313
515;10;F;A;50;2;61;N;100;BER;D;CAR;ES;140-150;B;3;0
577;1;F;A;60;1;73;O;50;BER;D;INJ;ES;150-160;A;3;0
64;10;F;C;50;1;32;N;95;BER;D;CAR;ES;150-160;B;3;0
408;10;F;C;50;2;52;O;50;BER;D;CAR;ES;150-160;B;3;0
58;9;F;C;50;3;22;N;80;BER;D;INJ;ES;140-150;B;3;0
120;7;F;C;50;2;28;O;80;BER;D;INJ;ES;140-150;B;3;0
592;9;F;A;50;2;67;N;50;BER;D;INJ;ES;150-160;B;3;0
49;9;F;C;50;1;26;N;80;BER;D;INJ;ES;150-160;B;2;0
152;9;F;A;50;2;36;N;54;BER;D;INJ;ES;130-140;B;3;0
511;10;F;A;60;1;65;O;50;BER;D;CAR;ES;150-160;B;3;0
78;10;F;C;50;2;26;N;100;BER;D;CAR;ES;150-160;B;3;0
147;9;F;C;50;2;35;N;95;BER;D;INJ;ES;150-160;B;3;0
133;7;F;C;50;1;29;O;68;BER;D;INJ;ES;160-170;B;2;0
139;9;F;C;50;1;30;N;80;BER;D;INJ;ES;140-150;B;3;0
564;3;M;A;1;3;65;N;56;BER;D;INJ;ES;150-160;B;3;0
406;10;M;A;60;1;69;N;50;BER;D;CAR;ES;160-170;0;3;0
362;10;M;A;50;2;67;N;51;BER;D;CAR;ES;130-140;M1;3;0
92;1;M;C;50;2;26;N;90;BER;D;INJ;ES;150-160;B;3;0
171;9;M;C;50;1;33;N;80;BER;D;INJ;ES;160-170;B;2;0
514;5;M;C;60;1;61;N;50;BER;D;INJ;ES;150-160;B;3;0
259;10;M;A;50;3;39;N;58;BER;D;INJ;ES;140-150;A;3;0
146;10;M;A;50;2;33;N;51;BER;D;INJ;ES;140-150;B;2;0
286;7;M;A;1;1;50;N;90;BER;D;INJ;ES;150-160;B;3;0
509;9;M;A;50;2;60;N;50;BER;D;INJ;ES;150-160;A;1;0
286;10;M;C;50;1;42;N;57;BER;D;CAR;ES;130-140;A;3;0
404;2;M;C;55;2;53;N;50;BER;D;INJ;ES;150-160;A;3;0
432;10;M;A;48;1;58;N;58;BER;D;CAR;ES;140-150;A;3;0
135;4;M;A;50;2;30;N;90;BER;D;INJ;ES;150-160;B;3;0
159;5;M;A;50;2;35;N;85;BER;D;INJ;ES;150-160;A;3;0
148;7;M;A;55;2;33;N;85;BER;D;INJ;ES;140-150;B;3;0
253;10;M;C;42;2;39;N;50;BER;D;CAR;ES;150-160;B;3;0
170;4;M;A;50;1;33;N;76;BER;D;INJ;ES;150-160;B;3;0
285;7;M;A;50;2;41;N;50;BER;D;INJ;ES;150-160;B;3;0
362;9;M;A;50;2;48;O;50;BER;D;INJ;ES;150-160;B;3;0
436;10;M;A;50;2;59;N;55;BER;D;INJ;ES;150-160;B;3;0
118;10;M;C;50;2;32;N;60;BER;D;CAR;ES;140-150;B;3;0
275;10;M;A;50;2;41;N;60;BER;D;CAR;ES;140-150;B;3;0
72;2;M;A;55;2;24;N;95;BER;D;INJ;ES;150-160;A;3;0
355;10;M;A;50;1;48;O;50;BER;D;INJ;ES;140-150;A;2;0
120;10;M;C;50;2;30;N;95;BER;D;CAR;ES;140-150;A;3;0
392;9;M;C;50;2;51;N;50;BER;D;INJ;ES;140-150;B;3;0
446;2;M;A;50;2;55;N;50;BER;D;INJ;ES;150-160;A;3;2709
136;10;M;A;55;1;30;O;54;BER;D;CAR;ES;150-160;B;3;0
139;10;M;C;50;1;34;N;90;BER;D;CAR;ES;150-160;B;2;0
152;5;M;C;50;1;32;N;85;BER;D;INJ;ES;140-150;B;2;270
124;5;M;C;50;2;29;N;64;BER;D;INJ;ES;160-170;B;3;0
497;4;M;C;60;1;61;O;50;BER;D;INJ;ES;160-170;B;3;0
344;10;F;A;50;1;51;N;50;BER;D;CAR;ES;001-130;0;3;0
435;7;F;A;77;3;54;N;51;BER;D;INJ;ES;160-170;B;3;720
471;3;F;A;48;1;58;N;59;BER;D;INJ;ES;150-160;B;3;0
420;7;F;A;50;2;56;N;50;BER;D;INJ;ES;150-160;A;3;0
188;10;F;C;50;2;34;N;52;BER;D;INJ;ES;140-150;B;3;0
240;4;F;C;55;2;40;O;61;BER;D;INJ;ES;150-160;A;3;0
284;10;F;A;1;3;48;N;50;BER;D;CAR;ES;150-160;B;3;0
105;9;F;A;50;1;31;O;65;BER;D;INJ;ES;140-150;B;3;0
162;4;F;A;50;1;32;N;85;BER;D;INJ;ES;150-160;A;3;0
335;4;F;A;50;2;47;O;60;BER;D;INJ;ES;150-160;A;3;0
111;7;F;C;50;3;29;N;95;BER;D;INJ;ES;140-150;A;3;0
419;7;F;A;50;2;53;N;50;BER;D;INJ;ES;150-160;A;3;0
398;10;F;A;50;2;51;O;50;BER;D;CAR;ES;140-150;A;3;0
610;5;F;A;50;1;94;N;50;BER;D;INJ;ES;150-160;A;3;0
452;10;F;A;55;1;61;N;90;BER;D;CAR;ES;130-140;0;3;0
380;10;F;A;55;1;51;N;50;BER;D;CAR;ES;140-150;A;2;0
217;10;F;A;60;1;79;N;51;BER;D;CAR;ES;140-150;B;2;0
72;10;F;C;26;2;25;N;100;BER;D;CAR;ES;140-150;B;3;0
163;4;F;C;50;3;32;N;95;BER;D;INJ;ES;140-150;B;3;81
88;3;F;C;50;1;25;N;76;BER;D;INJ;ES;150-160;A;3;0
403;7;F;C;55;2;53;N;100;BER;D;INJ;ES;160-170;B;3;2404
138;10;F;A;50;1;31;N;106;BER;D;CAR;ES;160-170;M1;3;0
232;10;F;A;50;2;38;N;50;BER;D;INJ;ES;140-150;A;3;0
219;9;F;A;50;1;41;N;90;BER;D;INJ;ES;140-150;B;1;0
460;5;F;A;50;2;57;N;61;BER;D;INJ;ES;150-160;A;3;0
423;10;F;A;55;2;53;O;50;BER;D;CAR;ES;150-160;M1;3;0
82;7;F;A;1;3;26;N;90;BER;D;INJ;ES;130-140;A;3;0
49;9;F;A;26;2;22;N;80;BER;D;INJ;ES;150-160;B;3;0
628;10;F;A;37;1;70;N;50;BER;D;INJ;ES;150-160;B;3;0
279;10;F;A;50;2;41;N;50;BER;D;INJ;ES;140-150;B;3;0
130;9;F;A;50;2;33;O;80;BER;D;INJ;ES;160-170;B;3;0
313;5;F;A;55;2;46;O;50;BER;D;INJ;ES;150-160;B;3;0
576;9;F;A;60;1;73;N;50;BER;D;INJ;ES;140-150;A;3;0
707;7;F;A;60;1;86;N;80;BER;D;INJ;ES;150-160;A;3;0
432;10;F;C;50;2;56;O;50;BER;D;CAR;ES;001-130;A;1;0
120;10;F;C;50;2;29;N;57;BER;D;INJ;ES;140-150;B;3;200
210;3;F;C;50;2;35;N;51;BER;D;INJ;ES;150-160;A;3;0
408;9;F;C;50;1;55;O;50;BER;D;INJ;ES;150-160;B;3;0
150;10;F;C;55;2;38;N;57;BER;D;CAR;ES;140-150;B;2;0
155;10;F;A;50;1;31;N;54;BER;D;INJ;ES;140-150;B;3;0
264;10;F;A;50;2;46;N;90;BER;D;INJ;ES;140-150;A;3;0
375;9;F;A;50;2;49;O;50;BER;D;INJ;ES;140-150;A;3;0
459;9;F;A;50;2;56;N;50;BER;D;INJ;ES;140-150;B;3;0
313;10;F;A;50;2;83;N;50;BER;D;INJ;ES;150-160;A;3;0
224;3;F;A;60;1;70;N;54;BER;D;INJ;ES;160-170;B;3;0
296;5;F;A;66;3;59;N;50;BER;D;INJ;ES;150-160;A;2;7840
249;9;F;C;55;1;47;N;50;BER;D;INJ;ES;140-150;A;3;0
319;7;F;A;1;2;44;O;60;BER;D;INJ;ES;150-160;A;3;0
60;9;F;A;50;2;27;N;85;BER;D;INJ;ES;140-150;B;3;0
103;1;F;A;50;2;28;N;95;BER;D;INJ;ES;140-150;B;3;4326
132;7;F;A;50;2;30;N;68;BER;D;INJ;ES;150-160;B;3;0
322;4;F;A;55;2;46;N;50;BER;D;INJ;ES;150-160;A;3;0
427;9;F;A;60;1;69;N;50;BER;D;INJ;ES;140-150;A;3;0
818;7;F;A;60;1;86;N;118;BER;D;INJ;ES;150-160;A;3;0
140;9;F;C;26;2;31;N;72;BER;D;INJ;ES;140-150;B;3;0
142;7;F;C;50;2;30;N;80;BER;D;INJ;ES;160-170;B;3;0
91;7;F;A;50;1;25;N;90;BER;D;INJ;ES;140-150;B;3;0
107;9;F;A;50;2;27;N;85;BER;D;INJ;ES;140-150;A;3;0
393;4;F;A;50;1;58;O;76;BER;D;INJ;ES;150-160;A;2;0
507;5;F;A;60;1;79;O;50;BER;D;INJ;ES;150-160;A;3;0
29;10;F;C;26;2;20;N;174;BER;D;CAR;ES;140-150;B;3;0
341;10;F;C;50;2;58;N;50;BER;D;CAR;ES;130-140;B;3;0
150;10;F;C;50;1;31;N;95;BER;D;CAR;ES;140-150;B;3;0
126;10;F;C;50;1;31;N;90;BER;D;CAR;ES;150-160;B;3;0
24;10;F;C;50;2;32;N;90;BER;D;INJ;ES;140-150;A;3;0
